Number,Name,Code,Emoji,Hall of Fame,Comment
451,⊛ ballet dancer,U+1F9D1 U+200D U+1FA70,🧑‍🩰,,
452,woman dancing,U+1F483,💃,,
453,man dancing,U+1F57A,🕺,,
454,person in suit levitating,U+1F574,🕴,,
455,people with bunny ears,U+1F46F,👯,,
456,men with bunny ears,U+1F46F U+200D U+2642 U+FE0F,👯‍♂️,,
457,women with bunny ears,U+1F46F U+200D U+2640 U+FE0F,👯‍♀️,,
458,person in steamy room,U+1F9D6,🧖,,
459,man in steamy room,U+1F9D6 U+200D U+2642 U+FE0F,🧖‍♂️,,
460,woman in steamy room,U+1F9D6 U+200D U+2640 U+FE0F,🧖‍♀️,,
461,person climbing,U+1F9D7,🧗,,
462,man climbing,U+1F9D7 U+200D U+2642 U+FE0F,🧗‍♂️,,
463,woman climbing,U+1F9D7 U+200D U+2640 U+FE0F,🧗‍♀️,,
person-sport,,,,,
№,CLDR Short Name,Code,Browser,,
464,person fencing,U+1F93A,🤺,,
465,horse racing,U+1F3C7,🏇,,
466,skier,U+26F7,⛷,,
467,snowboarder,U+1F3C2,🏂,,
468,person golfing,U+1F3CC,🏌,,
469,man golfing,U+1F3CC U+FE0F U+200D U+2642 U+FE0F,🏌️‍♂️,,
470,woman golfing,U+1F3CC U+FE0F U+200D U+2640 U+FE0F,🏌️‍♀️,,
471,person surfing,U+1F3C4,🏄,,
472,man surfing,U+1F3C4 U+200D U+2642 U+FE0F,🏄‍♂️,,
473,woman surfing,U+1F3C4 U+200D U+2640 U+FE0F,🏄‍♀️,,
474,person rowing boat,U+1F6A3,🚣,,
475,man rowing boat,U+1F6A3 U+200D U+2642 U+FE0F,🚣‍♂️,,
476,woman rowing boat,U+1F6A3 U+200D U+2640 U+FE0F,🚣‍♀️,,
477,person swimming,U+1F3CA,🏊,,
478,man swimming,U+1F3CA U+200D U+2642 U+FE0F,🏊‍♂️,,
479,woman swimming,U+1F3CA U+200D U+2640 U+FE0F,🏊‍♀️,,
480,person bouncing ball,U+26F9,⛹,,
481,man bouncing ball,U+26F9 U+FE0F U+200D U+2642 U+FE0F,⛹️‍♂️,,
482,woman bouncing ball,U+26F9 U+FE0F U+200D U+2640 U+FE0F,⛹️‍♀️,,
483,person lifting weights,U+1F3CB,🏋,,
№,CLDR Short Name,Code,Browser,,
484,man lifting weights,U+1F3CB U+FE0F U+200D U+2642 U+FE0F,🏋️‍♂️,,
485,woman lifting weights,U+1F3CB U+FE0F U+200D U+2640 U+FE0F,🏋️‍♀️,,
486,person biking,U+1F6B4,🚴,,
487,man biking,U+1F6B4 U+200D U+2642 U+FE0F,🚴‍♂️,,
488,woman biking,U+1F6B4 U+200D U+2640 U+FE0F,🚴‍♀️,,
489,person mountain biking,U+1F6B5,🚵,,
490,man mountain biking,U+1F6B5 U+200D U+2642 U+FE0F,🚵‍♂️,,
491,woman mountain biking,U+1F6B5 U+200D U+2640 U+FE0F,🚵‍♀️,,
492,person cartwheeling,U+1F938,🤸,,
493,man cartwheeling,U+1F938 U+200D U+2642 U+FE0F,🤸‍♂️,,
494,woman cartwheeling,U+1F938 U+200D U+2640 U+FE0F,🤸‍♀️,,
495,people wrestling,U+1F93C,🤼,,
496,men wrestling,U+1F93C U+200D U+2642 U+FE0F,🤼‍♂️,,
497,women wrestling,U+1F93C U+200D U+2640 U+FE0F,🤼‍♀️,,
498,person playing water polo,U+1F93D,🤽,,
499,man playing water polo,U+1F93D U+200D U+2642 U+FE0F,🤽‍♂️,,
500,woman playing water polo,U+1F93D U+200D U+2640 U+FE0F,🤽‍♀️,,
501,person playing handball,U+1F93E,🤾,,
502,man playing handball,U+1F93E U+200D U+2642 U+FE0F,🤾‍♂️,,
503,woman playing handball,U+1F93E U+200D U+2640 U+FE0F,🤾‍♀️,,
№,CLDR Short Name,Code,Browser,,
504,person juggling,U+1F939,🤹,,
505,man juggling,U+1F939 U+200D U+2642 U+FE0F,🤹‍♂️,,
506,woman juggling,U+1F939 U+200D U+2640 U+FE0F,🤹‍♀️,,
person-resting,,,,,
№,CLDR Short Name,Code,Browser,,
507,person in lotus position,U+1F9D8,🧘,,
508,man in lotus position,U+1F9D8 U+200D U+2642 U+FE0F,🧘‍♂️,,
509,woman in lotus position,U+1F9D8 U+200D U+2640 U+FE0F,🧘‍♀️,,
510,person taking bath,U+1F6C0,🛀,,
511,person in bed,U+1F6CC,🛌,,
family,,,,,
№,CLDR Short Name,Code,Browser,,
512,people holding hands,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,🧑‍🤝‍🧑,,
513,women holding hands,U+1F46D,👭,,
514,woman and man holding hands,U+1F46B,👫,,
515,men holding hands,U+1F46C,👬,,
516,kiss,U+1F48F,💏,,
517,"kiss: woman, man",U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👩‍❤️‍💋‍👨,,
518,"kiss: man, man",U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👨‍❤️‍💋‍👨,,
519,"kiss: woman, woman",U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,👩‍❤️‍💋‍👩,,
520,couple with heart,U+1F491,💑,,
521,"couple with heart: woman, man",U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,👩‍❤️‍👨,,
522,"couple with heart: man, man",U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,👨‍❤️‍👨,,
523,"couple with heart: woman, woman",U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,👩‍❤️‍👩,,
524,"family: man, woman, boy",U+1F468 U+200D U+1F469 U+200D U+1F466,👨‍👩‍👦,,
525,"family: man, woman, girl",U+1F468 U+200D U+1F469 U+200D U+1F467,👨‍👩‍👧,,
526,"family: man, woman, girl, boy",U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👨‍👩‍👧‍👦,,
527,"family: man, woman, boy, boy",U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👨‍👩‍👦‍👦,,
528,"family: man, woman, girl, girl",U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👨‍👩‍👧‍👧,,
529,"family: man, man, boy",U+1F468 U+200D U+1F468 U+200D U+1F466,👨‍👨‍👦,,
530,"family: man, man, girl",U+1F468 U+200D U+1F468 U+200D U+1F467,👨‍👨‍👧,,
531,"family: man, man, girl, boy",U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👨‍👧‍👦,,
№,CLDR Short Name,Code,Browser,,
532,"family: man, man, boy, boy",U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👨‍👦‍👦,,
533,"family: man, man, girl, girl",U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👨‍👧‍👧,,
534,"family: woman, woman, boy",U+1F469 U+200D U+1F469 U+200D U+1F466,👩‍👩‍👦,,
535,"family: woman, woman, girl",U+1F469 U+200D U+1F469 U+200D U+1F467,👩‍👩‍👧,,
536,"family: woman, woman, girl, boy",U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👩‍👧‍👦,,
537,"family: woman, woman, boy, boy",U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👩‍👦‍👦,,
538,"family: woman, woman, girl, girl",U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👩‍👧‍👧,,
539,"family: man, boy",U+1F468 U+200D U+1F466,👨‍👦,,
540,"family: man, boy, boy",U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👦‍👦,,
541,"family: man, girl",U+1F468 U+200D U+1F467,👨‍👧,,
542,"family: man, girl, boy",U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👧‍👦,,
543,"family: man, girl, girl",U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👧‍👧,,
544,"family: woman, boy",U+1F469 U+200D U+1F466,👩‍👦,,
545,"family: woman, boy, boy",U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👦‍👦,,
546,"family: woman, girl",U+1F469 U+200D U+1F467,👩‍👧,,
547,"family: woman, girl, boy",U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👧‍👦,,
548,"family: woman, girl, girl",U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👧‍👧,,
person-symbol,,,,,
№,CLDR Short Name,Code,Browser,,
549,speaking head,U+1F5E3,🗣,,
550,bust in silhouette,U+1F464,👤,,
551,busts in silhouette,U+1F465,👥,,
552,people hugging,U+1FAC2,🫂,,
553,family,U+1F46A,👪,,
554,"family: adult, adult, child",U+1F9D1 U+200D U+1F9D1 U+200D U+1F9D2,🧑‍🧑‍🧒,,
555,"family: adult, adult, child, child",U+1F9D1 U+200D U+1F9D1 U+200D U+1F9D2 U+200D U+1F9D2,🧑‍🧑‍🧒‍🧒,,
556,"family: adult, child",U+1F9D1 U+200D U+1F9D2,🧑‍🧒,,
557,"family: adult, child, child",U+1F9D1 U+200D U+1F9D2 U+200D U+1F9D2,🧑‍🧒‍🧒,,
558,footprints,U+1F463,👣,,
559,fingerprint,U+1FAC6,🫆,,
Component,,,,,
hair-style,,,,,
№,CLDR Short Name,Code,Browser,,
560,red hair,U+1F9B0,🦰,,
561,curly hair,U+1F9B1,🦱,,
562,white hair,U+1F9B3,🦳,,
563,bald,U+1F9B2,🦲,,
Animals & Nature,,,,,
animal-mammal,,,,,
№,CLDR Short Name,Code,Browser,,
564,monkey face,U+1F435,🐵,,
565,monkey,U+1F412,🐒,,
566,gorilla,U+1F98D,🦍,,
567,orangutan,U+1F9A7,🦧,,
568,dog face,U+1F436,🐶,,
569,dog,U+1F415,🐕,,
570,guide dog,U+1F9AE,🦮,,
571,service dog,U+1F415 U+200D U+1F9BA,🐕‍🦺,,
572,poodle,U+1F429,🐩,,
573,wolf,U+1F43A,🐺,,
574,fox,U+1F98A,🦊,,
575,raccoon,U+1F99D,🦝,,
576,cat face,U+1F431,🐱,,
577,cat,U+1F408,🐈,,
578,black cat,U+1F408 U+200D U+2B1B,🐈‍⬛,,
579,lion,U+1F981,🦁,,
580,tiger face,U+1F42F,🐯,,
581,tiger,U+1F405,🐅,,
582,leopard,U+1F406,🐆,,
583,horse face,U+1F434,🐴,,
№,CLDR Short Name,Code,Browser,,
584,moose,U+1FACE,🫎,,
585,donkey,U+1FACF,🫏,,
586,horse,U+1F40E,🐎,,
587,unicorn,U+1F984,🦄,,
588,zebra,U+1F993,🦓,,
589,deer,U+1F98C,🦌,,
590,bison,U+1F9AC,🦬,,
591,cow face,U+1F42E,🐮,,
592,ox,U+1F402,🐂,,
593,water buffalo,U+1F403,🐃,,
594,cow,U+1F404,🐄,,
595,pig face,U+1F437,🐷,,
596,pig,U+1F416,🐖,,
597,boar,U+1F417,🐗,,
598,pig nose,U+1F43D,🐽,,
599,ram,U+1F40F,🐏,,
600,ewe,U+1F411,🐑,,
601,goat,U+1F410,🐐,,
602,camel,U+1F42A,🐪,,
603,two-hump camel,U+1F42B,🐫,,
№,CLDR Short Name,Code,Browser,,
604,llama,U+1F999,🦙,,
605,giraffe,U+1F992,🦒,,
606,elephant,U+1F418,🐘,,
607,mammoth,U+1F9A3,🦣,,
608,rhinoceros,U+1F98F,🦏,,
609,hippopotamus,U+1F99B,🦛,,
610,mouse face,U+1F42D,🐭,,
611,mouse,U+1F401,🐁,,
612,rat,U+1F400,🐀,,
613,hamster,U+1F439,🐹,,
614,rabbit face,U+1F430,🐰,,
615,rabbit,U+1F407,🐇,,
616,chipmunk,U+1F43F,🐿,,
617,beaver,U+1F9AB,🦫,,
618,hedgehog,U+1F994,🦔,,
619,bat,U+1F987,🦇,,
620,bear,U+1F43B,🐻,,
621,polar bear,U+1F43B U+200D U+2744 U+FE0F,🐻‍❄️,,
622,koala,U+1F428,🐨,,
623,panda,U+1F43C,🐼,,
№,CLDR Short Name,Code,Browser,,
624,sloth,U+1F9A5,🦥,,
625,otter,U+1F9A6,🦦,,
626,skunk,U+1F9A8,🦨,,
627,kangaroo,U+1F998,🦘,,
628,badger,U+1F9A1,🦡,,
629,paw prints,U+1F43E,🐾,,
animal-bird,,,,,
№,CLDR Short Name,Code,Browser,,
630,turkey,U+1F983,🦃,,
631,chicken,U+1F414,🐔,,
632,rooster,U+1F413,🐓,,
633,hatching chick,U+1F423,🐣,,
634,baby chick,U+1F424,🐤,,
635,front-facing baby chick,U+1F425,🐥,,
636,bird,U+1F426,🐦,,
637,penguin,U+1F427,🐧,,
638,dove,U+1F54A,🕊,,
639,eagle,U+1F985,🦅,,
640,duck,U+1F986,🦆,,
641,swan,U+1F9A2,🦢,,
642,owl,U+1F989,🦉,,
643,dodo,U+1F9A4,🦤,,
644,feather,U+1FAB6,🪶,,
645,flamingo,U+1F9A9,🦩,,
646,peacock,U+1F99A,🦚,,
647,parrot,U+1F99C,🦜,,
648,wing,U+1FABD,🪽,,
649,black bird,U+1F426 U+200D U+2B1B,🐦‍⬛,,
№,CLDR Short Name,Code,Browser,,
650,goose,U+1FABF,🪿,,
651,phoenix,U+1F426 U+200D U+1F525,🐦‍🔥,,
animal-amphibian,,,,,
№,CLDR Short Name,Code,Browser,,
652,frog,U+1F438,🐸,,
animal-reptile,,,,,
№,CLDR Short Name,Code,Browser,,
653,crocodile,U+1F40A,🐊,,
654,turtle,U+1F422,🐢,,
655,lizard,U+1F98E,🦎,,
656,snake,U+1F40D,🐍,,
657,dragon face,U+1F432,🐲,,
658,dragon,U+1F409,🐉,,
659,sauropod,U+1F995,🦕,,
660,T-Rex,U+1F996,🦖,,
animal-marine,,,,,
№,CLDR Short Name,Code,Browser,,
661,spouting whale,U+1F433,🐳,,
662,whale,U+1F40B,🐋,,
663,dolphin,U+1F42C,🐬,,
664,⊛ orca,U+1FACD,🫍,,
665,seal,U+1F9AD,🦭,,
666,fish,U+1F41F,🐟,,
667,tropical fish,U+1F420,🐠,,
668,blowfish,U+1F421,🐡,,
669,shark,U+1F988,🦈,,
670,octopus,U+1F419,🐙,,
671,spiral shell,U+1F41A,🐚,,
672,coral,U+1FAB8,🪸,,
673,jellyfish,U+1FABC,🪼,,
674,crab,U+1F980,🦀,,
675,lobster,U+1F99E,🦞,,
676,shrimp,U+1F990,🦐,,
677,squid,U+1F991,🦑,,
678,oyster,U+1F9AA,🦪,,
animal-bug,,,,,
№,CLDR Short Name,Code,Browser,,
679,snail,U+1F40C,🐌,,
680,butterfly,U+1F98B,🦋,,
681,bug,U+1F41B,🐛,,
682,ant,U+1F41C,🐜,,
683,honeybee,U+1F41D,🐝,,
684,beetle,U+1FAB2,🪲,,
685,lady beetle,U+1F41E,🐞,,
686,cricket,U+1F997,🦗,,
687,cockroach,U+1FAB3,🪳,,
688,spider,U+1F577,🕷,,
689,spider web,U+1F578,🕸,,
690,scorpion,U+1F982,🦂,,
691,mosquito,U+1F99F,🦟,,
692,fly,U+1FAB0,🪰,,
693,worm,U+1FAB1,🪱,,
694,microbe,U+1F9A0,🦠,,
plant-flower,,,,,
№,CLDR Short Name,Code,Browser,,
695,bouquet,U+1F490,💐,,
696,cherry blossom,U+1F338,🌸,,
697,white flower,U+1F4AE,💮,,
698,lotus,U+1FAB7,🪷,,
699,rosette,U+1F3F5,🏵,,
700,rose,U+1F339,🌹,,
701,wilted flower,U+1F940,🥀,,
702,hibiscus,U+1F33A,🌺,,
703,sunflower,U+1F33B,🌻,,
704,blossom,U+1F33C,🌼,,
705,tulip,U+1F337,🌷,,
706,hyacinth,U+1FABB,🪻,,
plant-other,,,,,
№,CLDR Short Name,Code,Browser,,
707,seedling,U+1F331,🌱,,
708,potted plant,U+1FAB4,🪴,,
709,evergreen tree,U+1F332,🌲,,
710,deciduous tree,U+1F333,🌳,,
711,palm tree,U+1F334,🌴,,
712,cactus,U+1F335,🌵,,
713,sheaf of rice,U+1F33E,🌾,,
714,herb,U+1F33F,🌿,,
715,shamrock,U+2618,☘,,
716,four leaf clover,U+1F340,🍀,,
717,maple leaf,U+1F341,🍁,,
718,fallen leaf,U+1F342,🍂,,
719,leaf fluttering in wind,U+1F343,🍃,,
720,empty nest,U+1FAB9,🪹,,
721,nest with eggs,U+1FABA,🪺,,
722,mushroom,U+1F344,🍄,,
723,leafless tree,U+1FABE,🪾,,
Food & Drink,,,,,
food-fruit,,,,,
№,CLDR Short Name,Code,Browser,,
724,grapes,U+1F347,🍇,,
725,melon,U+1F348,🍈,,
726,watermelon,U+1F349,🍉,,
727,tangerine,U+1F34A,🍊,,
728,lemon,U+1F34B,🍋,,
729,lime,U+1F34B U+200D U+1F7E9,🍋‍🟩,,
730,banana,U+1F34C,🍌,,
731,pineapple,U+1F34D,🍍,,
732,mango,U+1F96D,🥭,,
733,red apple,U+1F34E,🍎,,
734,green apple,U+1F34F,🍏,,
735,pear,U+1F350,🍐,,
736,peach,U+1F351,🍑,,
737,cherries,U+1F352,🍒,,
738,strawberry,U+1F353,🍓,,
739,blueberries,U+1FAD0,🫐,,
740,kiwi fruit,U+1F95D,🥝,,
741,tomato,U+1F345,🍅,,
742,olive,U+1FAD2,🫒,,
743,coconut,U+1F965,🥥,,
food-vegetable,,,,,
№,CLDR Short Name,Code,Browser,,
744,avocado,U+1F951,🥑,,
745,eggplant,U+1F346,🍆,,
746,potato,U+1F954,🥔,,
747,carrot,U+1F955,🥕,,
748,ear of corn,U+1F33D,🌽,,
749,hot pepper,U+1F336,🌶,,
750,bell pepper,U+1FAD1,🫑,,
751,cucumber,U+1F952,🥒,,
752,leafy green,U+1F96C,🥬,,
753,broccoli,U+1F966,🥦,,
754,garlic,U+1F9C4,🧄,,
755,onion,U+1F9C5,🧅,,
756,peanuts,U+1F95C,🥜,,
757,beans,U+1FAD8,🫘,,
758,chestnut,U+1F330,🌰,,
759,ginger root,U+1FADA,🫚,,
760,pea pod,U+1FADB,🫛,,
761,brown mushroom,U+1F344 U+200D U+1F7EB,🍄‍🟫,,
762,root vegetable,U+1FADC,🫜,,
food-prepared,,,,,
№,CLDR Short Name,Code,Browser,,
763,bread,U+1F35E,🍞,,
764,croissant,U+1F950,🥐,,
765,baguette bread,U+1F956,🥖,,
766,flatbread,U+1FAD3,🫓,,
767,pretzel,U+1F968,🥨,,
768,bagel,U+1F96F,🥯,,
769,pancakes,U+1F95E,🥞,,
770,waffle,U+1F9C7,🧇,,
771,cheese wedge,U+1F9C0,🧀,,
772,meat on bone,U+1F356,🍖,,
773,poultry leg,U+1F357,🍗,,
774,cut of meat,U+1F969,🥩,,
775,bacon,U+1F953,🥓,,
776,hamburger,U+1F354,🍔,,
777,french fries,U+1F35F,🍟,,
778,pizza,U+1F355,🍕,,
779,hot dog,U+1F32D,🌭,,
780,sandwich,U+1F96A,🥪,,
781,taco,U+1F32E,🌮,,
782,burrito,U+1F32F,🌯,,
№,CLDR Short Name,Code,Browser,,
783,tamale,U+1FAD4,🫔,,
784,stuffed flatbread,U+1F959,🥙,,
785,falafel,U+1F9C6,🧆,,
786,egg,U+1F95A,🥚,,
787,cooking,U+1F373,🍳,,
788,shallow pan of food,U+1F958,🥘,,
789,pot of food,U+1F372,🍲,,
790,fondue,U+1FAD5,🫕,,
791,bowl with spoon,U+1F963,🥣,,
792,green salad,U+1F957,🥗,,
793,popcorn,U+1F37F,🍿,,
794,butter,U+1F9C8,🧈,,
795,salt,U+1F9C2,🧂,,
796,canned food,U+1F96B,🥫,,
food-asian,,,,,
№,CLDR Short Name,Code,Browser,,
797,bento box,U+1F371,🍱,,
798,rice cracker,U+1F358,🍘,,
799,rice ball,U+1F359,🍙,,
800,cooked rice,U+1F35A,🍚,,
801,curry rice,U+1F35B,🍛,,
802,steaming bowl,U+1F35C,🍜,,
803,spaghetti,U+1F35D,🍝,,
804,roasted sweet potato,U+1F360,🍠,,
805,oden,U+1F362,🍢,,
806,sushi,U+1F363,🍣,,
807,fried shrimp,U+1F364,🍤,,
808,fish cake with swirl,U+1F365,🍥,,
809,moon cake,U+1F96E,🥮,,
810,dango,U+1F361,🍡,,
811,dumpling,U+1F95F,🥟,,
812,fortune cookie,U+1F960,🥠,,
813,takeout box,U+1F961,🥡,,
food-sweet,,,,,
№,CLDR Short Name,Code,Browser,,
814,soft ice cream,U+1F366,🍦,,
815,shaved ice,U+1F367,🍧,,
816,ice cream,U+1F368,🍨,,
817,doughnut,U+1F369,🍩,,
818,cookie,U+1F36A,🍪,,
819,birthday cake,U+1F382,🎂,,
820,shortcake,U+1F370,🍰,,
821,cupcake,U+1F9C1,🧁,,
822,pie,U+1F967,🥧,,
823,chocolate bar,U+1F36B,🍫,,
824,candy,U+1F36C,🍬,,
825,lollipop,U+1F36D,🍭,,
826,custard,U+1F36E,🍮,,
827,honey pot,U+1F36F,🍯,,
drink,,,,,
№,CLDR Short Name,Code,Browser,,
828,baby bottle,U+1F37C,🍼,,
829,glass of milk,U+1F95B,🥛,,
830,hot beverage,U+2615,☕,,
831,teapot,U+1FAD6,🫖,,
832,teacup without handle,U+1F375,🍵,,
833,sake,U+1F376,🍶,,
834,bottle with popping cork,U+1F37E,🍾,,
835,wine glass,U+1F377,🍷,,
836,cocktail glass,U+1F378,🍸,,
837,tropical drink,U+1F379,🍹,,
838,beer mug,U+1F37A,🍺,,
839,clinking beer mugs,U+1F37B,🍻,,
840,clinking glasses,U+1F942,🥂,,
841,tumbler glass,U+1F943,🥃,,
842,pouring liquid,U+1FAD7,🫗,,
843,cup with straw,U+1F964,🥤,,
844,bubble tea,U+1F9CB,🧋,,
845,beverage box,U+1F9C3,🧃,,
846,mate,U+1F9C9,🧉,,
847,ice,U+1F9CA,🧊,,
dishware,,,,,
№,CLDR Short Name,Code,Browser,,
848,chopsticks,U+1F962,🥢,,
849,fork and knife with plate,U+1F37D,🍽,,
850,fork and knife,U+1F374,🍴,,
851,spoon,U+1F944,🥄,,
852,kitchen knife,U+1F52A,🔪,,
853,jar,U+1FAD9,🫙,,
854,amphora,U+1F3FA,🏺,,
Travel & Places,,,,,
place-map,,,,,
№,CLDR Short Name,Code,Browser,,
855,globe showing Europe-Africa,U+1F30D,🌍,,
856,globe showing Americas,U+1F30E,🌎,,
857,globe showing Asia-Australia,U+1F30F,🌏,,
858,globe with meridians,U+1F310,🌐,,
859,world map,U+1F5FA,🗺,,
860,map of Japan,U+1F5FE,🗾,,
861,compass,U+1F9ED,🧭,,
place-geographic,,,,,
№,CLDR Short Name,Code,Browser,,
862,snow-capped mountain,U+1F3D4,🏔,,
863,mountain,U+26F0,⛰,,
864,⊛ landslide,U+1F6D8,🛘,,
865,volcano,U+1F30B,🌋,,
866,mount fuji,U+1F5FB,🗻,,
867,camping,U+1F3D5,🏕,,
868,beach with umbrella,U+1F3D6,🏖,,
869,desert,U+1F3DC,🏜,,
870,desert island,U+1F3DD,🏝,,
871,national park,U+1F3DE,🏞,,
place-building,,,,,
№,CLDR Short Name,Code,Browser,,
872,stadium,U+1F3DF,🏟,,
873,classical building,U+1F3DB,🏛,,
874,building construction,U+1F3D7,🏗,,
875,brick,U+1F9F1,🧱,,
876,rock,U+1FAA8,🪨,,
877,wood,U+1FAB5,🪵,,
878,hut,U+1F6D6,🛖,,
879,houses,U+1F3D8,🏘,,
880,derelict house,U+1F3DA,🏚,,
881,house,U+1F3E0,🏠,,
882,house with garden,U+1F3E1,🏡,,
883,office building,U+1F3E2,🏢,,
884,Japanese post office,U+1F3E3,🏣,,
885,post office,U+1F3E4,🏤,,
886,hospital,U+1F3E5,🏥,,
887,bank,U+1F3E6,🏦,,
888,hotel,U+1F3E8,🏨,,
889,love hotel,U+1F3E9,🏩,,
890,convenience store,U+1F3EA,🏪,,
891,school,U+1F3EB,🏫,,
№,CLDR Short Name,Code,Browser,,
892,department store,U+1F3EC,🏬,,
893,factory,U+1F3ED,🏭,,
894,Japanese castle,U+1F3EF,🏯,,
895,castle,U+1F3F0,🏰,,
896,wedding,U+1F492,💒,,
897,Tokyo tower,U+1F5FC,🗼,,
898,Statue of Liberty,U+1F5FD,🗽,,
place-religious,,,,,
№,CLDR Short Name,Code,Browser,,
899,church,U+26EA,⛪,,
900,mosque,U+1F54C,🕌,,
901,hindu temple,U+1F6D5,🛕,,
902,synagogue,U+1F54D,🕍,,
903,shinto shrine,U+26E9,⛩,,
904,kaaba,U+1F54B,🕋,,
place-other,,,,,
№,CLDR Short Name,Code,Browser,,
905,fountain,U+26F2,⛲,,
906,tent,U+26FA,⛺,,
907,foggy,U+1F301,🌁,,
908,night with stars,U+1F303,🌃,,
909,cityscape,U+1F3D9,🏙,,
910,sunrise over mountains,U+1F304,🌄,,
911,sunrise,U+1F305,🌅,,
912,cityscape at dusk,U+1F306,🌆,,
913,sunset,U+1F307,🌇,,
914,bridge at night,U+1F309,🌉,,
915,hot springs,U+2668,♨,,
916,carousel horse,U+1F3A0,🎠,,
917,playground slide,U+1F6DD,🛝,,
918,ferris wheel,U+1F3A1,🎡,,
919,roller coaster,U+1F3A2,🎢,,
920,barber pole,U+1F488,💈,,
921,circus tent,U+1F3AA,🎪,,
transport-ground,,,,,
№,CLDR Short Name,Code,Browser,,
922,locomotive,U+1F682,🚂,,
923,railway car,U+1F683,🚃,,
924,high-speed train,U+1F684,🚄,,
925,bullet train,U+1F685,🚅,,
926,train,U+1F686,🚆,,
927,metro,U+1F687,🚇,,
928,light rail,U+1F688,🚈,,
929,station,U+1F689,🚉,,
930,tram,U+1F68A,🚊,,
931,monorail,U+1F69D,🚝,,
932,mountain railway,U+1F69E,🚞,,
933,tram car,U+1F68B,🚋,,
934,bus,U+1F68C,🚌,,
935,oncoming bus,U+1F68D,🚍,,
936,trolleybus,U+1F68E,🚎,,
937,minibus,U+1F690,🚐,,
938,ambulance,U+1F691,🚑,,
939,fire engine,U+1F692,🚒,,
940,police car,U+1F693,🚓,,
941,oncoming police car,U+1F694,🚔,,
№,CLDR Short Name,Code,Browser,,
942,taxi,U+1F695,🚕,,
943,oncoming taxi,U+1F696,🚖,,
944,automobile,U+1F697,🚗,,
945,oncoming automobile,U+1F698,🚘,,
946,sport utility vehicle,U+1F699,🚙,,
947,pickup truck,U+1F6FB,🛻,,
948,delivery truck,U+1F69A,🚚,,
949,articulated lorry,U+1F69B,🚛,,
950,tractor,U+1F69C,🚜,,
951,racing car,U+1F3CE,🏎,,
952,motorcycle,U+1F3CD,🏍,,
953,motor scooter,U+1F6F5,🛵,,
954,manual wheelchair,U+1F9BD,🦽,,
955,motorized wheelchair,U+1F9BC,🦼,,
956,auto rickshaw,U+1F6FA,🛺,,
957,bicycle,U+1F6B2,🚲,,
958,kick scooter,U+1F6F4,🛴,,
959,skateboard,U+1F6F9,🛹,,
960,roller skate,U+1F6FC,🛼,,
961,bus stop,U+1F68F,🚏,,
№,CLDR Short Name,Code,Browser,,
962,motorway,U+1F6E3,🛣,,
963,railway track,U+1F6E4,🛤,,
964,oil drum,U+1F6E2,🛢,,
965,fuel pump,U+26FD,⛽,,
966,wheel,U+1F6DE,🛞,,
967,police car light,U+1F6A8,🚨,,
968,horizontal traffic light,U+1F6A5,🚥,,
969,vertical traffic light,U+1F6A6,🚦,,
970,stop sign,U+1F6D1,🛑,,
971,construction,U+1F6A7,🚧,,
transport-water,,,,,
№,CLDR Short Name,Code,Browser,,
972,anchor,U+2693,⚓,,
973,ring buoy,U+1F6DF,🛟,,
974,sailboat,U+26F5,⛵,,
975,canoe,U+1F6F6,🛶,,
976,speedboat,U+1F6A4,🚤,,
977,passenger ship,U+1F6F3,🛳,,
978,ferry,U+26F4,⛴,,
979,motor boat,U+1F6E5,🛥,,
980,ship,U+1F6A2,🚢,,
transport-air,,,,,
№,CLDR Short Name,Code,Browser,,
981,airplane,U+2708,✈,,
982,small airplane,U+1F6E9,🛩,,
983,airplane departure,U+1F6EB,🛫,,
